L,R,F,S,Revenue
0.3658123227104536,1.665924319608016,-0.7213210079826211,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6998212569022396,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.7213210079826211,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6998212569022396,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.527823248259188,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.33432548853575494,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.7213210079826211,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.7213210079826211,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6998212569022396,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6783215058218582,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6783215058218582,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.3988247417768993,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.5923225015003324,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6138222525807139,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6998212569022396,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.2053269820534662,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.7213210079826211,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.46332399501804367,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6998212569022396,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.31282573745537345,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.5708227504199509,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6998212569022396,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6783215058218582,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6998212569022396,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.7213210079826211,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6353220036610953,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,0.03117027983072983,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6568217547414767,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6568217547414767,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,0.26766754171492585,2.4901253645553205,0
0.3658123227104536,1.665924319608016,-0.6998212569022396,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6783215058218582,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.5708227504199509,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.527823248259188,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.4418242439376622,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,0.37516629711683314,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.5708227504199509,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.5923225015003324,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.5923225015003324,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.5493229993395695,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,0.26766754171492585,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6783215058218582,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.42032449285728074,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6998212569022396,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6568217547414767,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.26982623529461053,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.4418242439376622,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6783215058218582,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.5063234971788065,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.7213210079826211,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.7213210079826211,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.4848237460984251,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6998212569022396,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6568217547414767,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6568217547414767,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.7213210079826211,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.7213210079826211,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,0.16016878631301856,0.7294386171953834,0
0.3658123227104536,1.665924319608016,-0.6568217547414767,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.3558252396161364,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6138222525807139,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.5708227504199509,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,0.41816579927759606,1.7331991309550405,0
0.3658123227104536,1.665924319608016,-0.4418242439376622,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.7213210079826211,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.09782822665155891,0.9185609170923109,1
0.3658123227104536,1.665924319608016,1.2781558424928543,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.7213210079826211,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.3558252396161364,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.7213210079826211,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.7213210079826211,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.31282573745537345,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6998212569022396,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.5708227504199509,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6783215058218582,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.3988247417768993,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,0.2461677906345444,0.2990658107929157,1
0.3658123227104536,1.665924319608016,-0.6998212569022396,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.7213210079826211,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.7213210079826211,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.5923225015003324,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6568217547414767,-0.3161158954998102,0
0.3658123227104536,1.665924319608016,-0.6138222525807139,-0.3161158954998102,0
